Id,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Download,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library,Call Number,Extra,Notes,Cover,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
VIQHP78A,book,2009,"Jankowski, Nick",e-Research: transformation in scholarly practice,,978-0-415-99028-8,,,http://scholarly-transformations.virtualknowledgestudio.nl/,,2009,2025-11-07 11:50:12,2025-11-07 11:50:12,,,349,,,,,e-Research,Routledge advances in research methods,1,,,Routledge,New York,en,,,,,,,"This site is a companion to e-Research: Transformation in Scholarly Practice (Routledge, 2009) and includes material both supplementing and expanding what is contained in the book. The site contains background information, new research and resources, visualizations, and opportunity to post comments and contact contributors. It is a dynamic site in the sense that additions and revisions are frequently made. There is a list of blogs related to the topics of the book. The basic purpose of the site is to contribute to understanding changes ongoing in scholarly practice and to facilitate new research ventures in exploring these transformations. We welcome your queries and suggestions for scholarly collaboration.","This volume, which features renowned scholars from across the globe, provides critical reflection on the overall emergence of e-research, particularly on its adoption and adaptation by the social sciences and humanities.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,meta_GiveOverview; obj_DigitalHumanities,,,,"Jankowski, Nick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZGB7RZU,book,2012,"Lucía Megías, José Manuel; Celaya, Javier",Elogio del text digital. Claves para interpretar el cambio de paradigma,,978-84-15174-33-2,,,http://revistacaracteres.net/revista/vol1n1mayo2012/resena-elogio-del-texto-digital-de-jose-manuel-lucia-megias/,,2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,Fórcola Ediciones,Madrid,es,,,,,,,,"La historia nos demuestra que cada vez que aparece una nueva tecnología surgen todo tipo de resistencias debido a las incógnitas que provoca su aparición. Como si de un antídoto se tratara, este ensayo pretende aportar algunas respuestas sobre la naturaleza de los cambios y pequeñas revoluciones que hemos llegado ya a asumir, al tiempo que desea plantear nuevos interrogantes sobre los caminos que debemos seguir en el futuro si queremos sacarle el máximo rendimiento al texto digital, a la revolución del conocimiento que está llamando a nuestras puertas. Nos guste o no, tenemos que asumir que nuestros hábitos de creación, acceso y consumo cultural están experimentando una transformación histórica con la llegada de Internet. Ante estas nuevas formas de crear, acceder y consumir la cultura, autores, editores, libreros y bibliotecarios, entre otros, deberán reflexionar sobre cuál será su nuevo papel. Nadie tiene hoy en día una hoja de ruta con un esquema claro sobre cuál es el futuro de la sociedad digital. Y aunque el libro de José Manuel Lucía Megías deja de manera intencionada muchos interrogantes sin respuesta, su lectura ayuda a reflexionar, a despejar falsos miedos y a asumir una mentalidad de innovación para romper esquemas con el fin de descifrar el nuevo paradigma.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,meta_Theorizing,,,,"Celaya, Javier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H2LB22QP,book,2006,"Jansen, Dorothea","Einführung in die Netzwerkanalyse: Grundlagen, Methoden, Forschungsbeispiele",,978-3-531-15054-3,,,http://www.springer.com/springer+vs/soziologie/book/978-3-531-15054-3,"Netzwerkanalyse, soziale Strukturen und soziales Kapital - Geschichte der Netzwerkanalyse - Merkmalsträger, Merkmale und Analyseebenen - Erhebung von Netzwerkdaten - Einfache Analyseverfahren - Zentralität und Prestige in Netzwerken - Macht, Einfluss und Autonomie in Netzwerken - Teilgruppen in Netzwerken - Forschungsfelder der Netzwerkanalyse - Perspektiven der Analyse sozialer Netzwerke - Anhang: Software zur Netzwerkanalyse Dr. Dorothea Jansen ist Professorin für Soziologie der Organisation an der Deutschen Hochschule für Verwaltungswissenschaften in Speyer.",2006,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Einführung in die Netzwerkanalyse,,,,,"VS, Verl. für Sozialwiss.",Wiesbaden,de,,,,,,,,"Das in zweiter Auflage erscheinende Lehrbuch vermittelt dem Leser die Grundlagen und Methoden der Netzwerkanalyse. Die statistischen Instrumente zur Erhebung und Analyse von Netzwerkdaten werden vorgestellt und in den Bereichen der Policy- und Eliteforschung, der Organisationsforschung und der Forschung sozialer Ungleichheit demonstriert. Neben der Darstellung des statistischen Instrumentariums wird die Netzwerkanalyse als Theorieperspektive vorgestellt, mit der sich Aussagen über die Handlungsmöglichkeit von Akteuren mit Theorien über Institutionen, Strukturen und Systeme verbinden lassen.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,*****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T2FUIQ7Z,book,2013,"Moretti, Franco",Distant reading,,978-1-78168-084-1,,,http://www.amazon.de/Distant-Reading-Franco-Moretti/dp/1781680841,"How does a literary historian end up thinking in terms of z-scores, principal component analysis, and clustering coefficient? In the ten essays collected in this volume, Franco Moretti reconstructs the intellectual trajectory of his philosophy of ‘distant reading’. From the evolutionary model of ‘Modern European Literature’, through the geo-cultural dominant of ‘Conjectures on World Literature’ and ‘Planet Hollywood’ to the quantitative findings of ‘Style, inc.’ and the abstract patterns of ‘Network Theory, Plot Analysis’, the book follows two decades of critical explorations that have come to define – well beyond the wildest expectations of its author – a growing field of unorthodox literary studies.",2013,2025-11-07 11:50:12,2025-11-07 11:50:12,,,224,,,,,,,,,,Verso,London,en,,,,,,,,"WINNER OF THE NATIONAL BOOK CRITICS CIRCLE AWARD How does a literary historian end up thinking in terms of z-scores, principal component analysis, and clustering coefficients? The essays in Distant Reading led to a new and often contested paradigm of literary analysis. In presenting them here Franco Moretti reconstructs his intellectual trajectory, the theoretical influences over his work, and explores the polemics that have often developed around his positions. From the evolutionary model of “Modern European Literature,” through the geo-cultural insights of “Conjectures of World Literature” and “Planet Hollywood,” to the quantitative findings of “Style, inc.” and the abstract patterns of “Network Theory, Plot Analysis,” the book follows two decades of conceptual development, organizing them around the metaphor of “distant reading,” that has come to define—well beyond the wildest expectations of its author—a growing field of unorthodox literary studies.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQ9URTT8,book,2013,"Kohle, Hubertus",Digitale Bildwissenschaft,,,,,http://archiv.ub.uni-heidelberg.de/artdok/2185/,"Das Digitale hat seinen Einzug in die Kulturwissenschaften gehalten. Aber was kann es zur Deutung von Bildern, gar von Kunstwerken beitragen?  Eine Antwort darauf versucht das Buch „Digitale Bildwissenschaft“. Sein Autor behauptet nicht zuallererst, dass man mit dem Computer viel schneller wissenschaftliche Fragen abhandeln kann, sondern dass sich vor allem Methodiken des Analysierens, Publizierens und Bewertens ändern.  Für klassische Geisteswissenschaftler sind solche Wandlungen nicht leicht zu verdauen. Wird eine digitale Bildgeschichte überhaupt noch Geschichtsschreibung sein?",2013,2025-11-07 11:50:12,2025-11-07 11:50:12,2014-05-07 07:35:44,,,,,,,,,,,,Hülsbusch,Glückstadt,de,info:eu-repo/semantics/openAccess,,,,,,,"Das Digitale hat seinen Einzug in die Kulturwissenschaften gehalten. Aber was kann es zur Deutung von Bildern, gar von Kunstwerken beitragen?0Eine Antwort darauf versucht das Buch 'Digitale Bildwissenschaft'. Sein Autor behauptet nicht zuallererst, dass man mit dem Computer viel schneller wissenschaftliche Fragen abhandeln kann, sondern dass sich vor allem Methodiken des Analysierens, Publizierens und Bewertens ändern.0Für klassische Geisteswissenschaftler sind solche Wandlungen nicht leicht zu verdauen. Wird eine digitale Bildgeschichte überhaupt noch Geschichtsschreibung sein?0.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,meta_GiveOverview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC9H6G3J,book,2010,"Janert, Philipp K",Data analysis with open source tools,,978-0-596-80235-6,,,http://shop.oreilly.com/product/9780596802363.do,"Collecting data is relatively easy, but turning raw information into something useful requires that you know how to extract precisely what you need. With this insightful book, intermediate to experienced programmers interested in data analysis will learn techniques for working with data in a business environment. You'll learn how to look at data to discover what it contains, how to capture those ideas in conceptual models, and then feed your understanding back into the organization through business plans, metrics dashboards, and other applications. Along the way, you'll experiment with concepts through hands-on workshops at the end of each chapter. Above all, you'll learn how to think about the results you want to achieve -- rather than rely on tools to think for you.     Use graphics to describe data with one, two, or dozens of variables     Develop conceptual models using back-of-the-envelope calculations, as well asscaling and probability arguments     Mine data with computationally intensive methods such as simulation and clustering     Make your conclusions understandable through reports, dashboards, and other metrics programs     Understand financial calculations, including the time-value of money     Use dimensionality reduction techniques or predictive analytics to conquer challenging data analysis situations     Become familiar with different open source programming environments for data analysis",2010,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,O'Reilly,"Sebastopol, CA",en,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,act_Visualizing; AnalyzeStatistically; obj_AnyObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JZMUGEIK,book,2012,"Mahlberg, Michaela",Corpus Stylistics and Dickens's Fiction,,978-0-415-80014-3,,,http://www.routledge.com/books/details/9780415800143/,"This book presents an innovative approach to the language of one of the most popular English authors. It illustrates how corpus linguistic methods can be employed to study electronic versions of texts by Charles Dickens. With particular focus on Dickens’s novels, the book proposes a way into the Dickensian world that starts from linguistic patterns. The analysis begins with clusters, i.e. repeated sequences of words, as pointers to local textual functions. Combining quantitative findings with qualitative analyses, the book takes a fresh view on Dickens’s techniques of characterisation, the literary presentation of body language and speech in fiction. The approach brings together corpus linguistics, literary stylistics and Dickens criticism. It thus contributes to bridging the gap between linguistic and literary studies and will be a useful resource for both researchers and students of English language and literature.",2012,2025-11-07 11:50:12,2025-11-07 11:50:12,,,192,,,,,,Routledge advances in corpus linguistics,,,,Routledge,New York,en,,,,,,,,"This book presents an innovative approach to the language of one of the most popular English authors. It illustrates how corpus linguistic methods can be employed to study electronic versions of texts by Charles Dickens. With particular focus on Dickens’s novels, the book proposes a way into the Dickensian world that starts from linguistic patterns. The analysis begins with clusters, i.e. repeated sequences of words, as pointers to local textual functions. Combining quantitative findings with qualitative analyses, the book takes a fresh view on Dickens’s techniques of characterisation, the literary presentation of body language and speech in fiction. The approach brings together corpus linguistics, literary stylistics and Dickens criticism. It thus contributes to bridging the gap between linguistic and literary studies and will be a useful resource for both researchers and students of English language and literature.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,act_StylisticAnalysis; AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
YSA4CXT7,book,1988,"Kuckartz, Udo",Computer und verbale Daten: Chancen zur Innovation sozialwissenschaftlicher Forschungstechnik,,978-3-631-40769-1,,,http://www.peterlang.de/download/datasheet/25284/datasheet_40769.pdf,"Qualitative Forschungsmethoden haben im letzten Jahrzehnt zunehmend an Attraktivität gewonnen; vor allem im Interview kommen bei der Datenerhebung verstärkt offene Vorgehensweisen zum Einsatz. Die Techniken zur Auswertung verbaler Daten haben sich jedoch nicht in gleichem Masse entwickelt; nach wie vor existiert kein Methodenkanon, der allgemeine Anerkennung findet. Der große Umfang und die mangelnde Strukturiertheit sind die Charakteristika dieser Datenart. Kann der Computer hier effektiv eingesetzt werden? In dieser Arbeit werden Methoden und Konzepte zur computergestützten Auswertung entwickelt, die auf methodischen und theoretischen Überlegungen im Rahmen der verstehenden Soziologie in der Tradition Max Webers basieren. Die Verbindung von qualitativen und quantitativen Analysemethoden und ein kontrolliertes Verfahren der Typenbildung stehen dabei im Mittelpunkt der Darstellung",1988,2025-11-07 11:50:12,2025-11-07 11:50:12,,,257,,173.0,,,,Europäische Hochschulschriften,"22, Soziologie",,,Lang,Frankfurt am Main u.a.,de,,,,,,,"Berlin, Techn. Univ., Diss., 1988","Qualitative Forschungsmethoden haben im letzten Jahrzehnt zunehmend an Attraktivitat gewonnen; vor allem im Interview kommen bei der Datenerhebung verstarkt offene Vorgehensweisen zum Einsatz. Die Techniken zur Auswertung verbaler Daten haben sich jedoch nicht in gleichem Masse entwicke

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,obj_Methods; AnalyzeStatistically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WUVYSHJQ,book,2002,"Love, Harold",Attributing authorship: an introduction,,978-0-521-78948-6 978-0-521-78339-2,,,http://www.cambridge.org/gb/academic/subjects/literature/literary-theory/attributing-authorship-introduction,"Description     Contents     Resources     Courses     About the Authors     Recent literary scholarship has seen a shift of interest away from questions of attribution. Yet these questions remain urgent and important for any historical study of writing, and have been given a powerful new impetus by advances in statistical studies of language and the coming on line of large databases of texts in machine-searchable form. The present book is the first comprehensive survey of the field from a literary perspective to appear for forty years. It covers both traditional and computer based approaches to attribution, and evaluates each in respect of their potentialities and limitations. It revisits a number of famous controversies, including those concerning the authorship of the Homeric poems, books from the Old and New Testaments, and the plays of Shakespeare. Written with wit as well as erudition Attributing Authorship will make this intriguing field accessible for students and scholars alike.",2002,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,Attributing authorship,,,,,Cambridge Univ. Press,Cambridge [u.a.],en,,,,,,,,"Recent literary scholarship has seen a shift of interest away from questions of attribution. Yet these questions remain urgent and important for any historical study of writing, and have been given a powerful new impetus by advances in statistical studies of language and the coming on line of large databases of texts in machine-searchable form. The present book is the first comprehensive survey of the field from a literary perspective to appear for forty years. It covers both traditional and computer based approaches to attribution, and evaluates each in respect of their potentialities and limitations. It revisits a number of famous controversies, including those concerning the authorship of the Homeric poems, books from the Old and New Testaments, and the plays of Shakespeare. Written with wit as well as erudition Attributing Authorship will make this intriguing field accessible for students and scholars alike.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,meta_GiveOverview; AnalyzeStatistically; t_Stylometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEVZ3BE4,book,2011,"Kansa, Eric C; Kansa, Sarah Whitcher; Watrall, Ethan",Archaeology 2. 0 and Beyond,,,,,http://www.escholarship.org/uc/item/1r6137tb#page-2,,2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,,,,,,,,,,,,Cotsen Institute of Archaeology at U C L A,en,,,,,,,,"How is the Web transforming the professional practice of archaeology? And as archaeologists accustomed to dealing with ""deep time,"" how can we best understand the possibilities and limitations of the Web in meeting the specialized needs of professionals in this field? These are among the many questions posed and addressed in Archaeology 2.0: New Approaches to Communication and Collaboration, edited by Eric Kansa, Sarah Whitcher Kansa, and Ethan Watrall. With contributions from a range of experts in archaeology and technology, this volume is organized around four key topics that illuminate how the revolution in communications technology reverberates across the discipline: approaches to information retrieval and information access; practical and theoretical concerns inherent in design choices for archaeology's computing infrastructure; collaboration through the development of new technologies that connect field-based researchers and specialists within an international archaeological community and scholarly communications issues, with an emphasis on concerns over sustainability and preservation imperatives. This book not only describes practices that attempt to mitigate some of the problems associated with the Web, such as information overload and disinformation, it also presents compelling case studies of actual digital projects--many of which are rich in structured data and multimedia content or focused on generating content from the field ""in real time,"" and all of which demonstrate how the Web can and is being used to transform archaeological communications into forms that are more open, inclusive, and participatory. Above all, this volume aims to share these experiences to provide useful guidance for other researchers interested in applying technology to archaeology.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,meta_GiveOverview; obj_Artefacts; X-CHECK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SQFU9HGC,book,2017,"Jannidis, Fotis; Kohle, Hubertus; Rehbein, Malte",Digital Humanities. Eine Einführung,,,,,https://www.springer.com/de/book/9783476026224,"Computerbasierte Verfahren greifen in viele Bereiche der Geistes- und Kulturwissenschaften ein und spielen eine zunehmende Rolle in der universitären Bildung. Dieser Band bietet eine fundierte Einführung in die grundlegenden Konzepte, Methoden und Werkzeuge der Digital Humanities. Sie präsentiert Grundlagen wie Digitalisierung, Aufbau von Datensammlungen, Datenmodellierung und XML. Darüber hinaus behandelt sie Anwendungsgebiete wie Digitale Edition, Information Retrieval, Netzwerkanalyse, Geographische Informationssysteme, Simulation ebenso weiterführende Aspekte wie die Rolle der Bibliotheken, Archive und Museen sowie rechtliche und ethische Fragen.",2017,2025-11-07 11:50:12,2025-11-07 11:50:12,,,370,,,,,Digital Humanities,,,,,Metzler,,De,,,,,,,,"<div class=""comment"">
<p>This book needs an abstract or excerpt, and it doesn't have a Google Books description available to use. For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FPEKGC27,book,2016,"Loebel, Jens-Martin","Lost in Translation: Leistungsfähigkeit, Einsatz und Grenzen von Emulatoren bei der Langzeitbewahrung digitaler multimedialer Objekte",,978-3-86488-068-1,,,,"Die Erhaltung und das Einlesen von digitalen Objekten wird in absehbarer Zeit ein Problem werden, da sich diese Objekte auf digitalen Datenträgern befinden, welche wiederum an spezifische in sich geschlossene Hardwaresysteme gebunden sind. Mit genau dieser Thematik befasst sich der Autor des Buches. Sein Ziel ist es, die Emulation von digitalen Objekten als eine mögliche Methode der Langzeiterhaltung zu untersuchen und zu bewerten. Dabei geht er hauptsächlich auf die technischen Aspekte von Emulatoren, die darunterliegenden Originalsysteme und die Emulationsprozesse ein.",2016,2025-11-07 11:50:12,2025-11-07 11:50:12,,,184,,,,,,,,,,Verlag Werner Hülsbusch,Glückstadt,de,,,,,,,,"

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,act_Collaborating; act_Publishing; act_Conversion; obj_AnyObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GJHMHRSA,book,2020,,Historia ludens: the playing historian,,978-1-000-69313-3 978-0-429-34561-6 978-1-000-69295-2 978-1-000-69331-7,,,,"""This book aims to further a debate about aspects of 'playing' and 'gaming' in connection with history. Reaching out to academics, professionals and students alike, it pursues a dedicated interdisciplinary approach. Rather than only focusing on how professionals could learn from academics in history, the book also ponders the question of what academics can learn from gaming and playing for their own practice, such as gamification for teaching, or using 'play' as a paradigm for novel approaches into historical scholarship. 'Playing' and 'gaming' are thus understood as a broad cultural phenomenon that cross-pollinates the theory and practice of history and gaming alike""--",2020,2025-11-07 11:50:12,2025-11-07 11:50:12,,,1,,,,,Historia ludens,Routledge approaches to history,vol. 30,,,Routledge,"New York, NY",,,,,,Library of Congress ISBN,D16.255.S5,,"This book aims to further a debate about aspects of ""playing"" and ""gaming"" in connection with history. Reaching out to academics, professionals and students alike, it pursues a dedicated interdisciplinary approach. Rather than only focusing on how professionals could learn from academics in history, the book also ponders the question of what academics can learn from gaming and playing for their own practice, such as gamification for teaching, or using ""play"" as a paradigm for novel approaches into historical scholarship. ""Playing"" and ""gaming"" are thus understood as a broad cultural phenomenon that cross-pollinates the theory and practice of history and gaming alike.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,goal_Analysis; act_ContentAnalysis; obj_Games,"Lünen, Alexander von; Lewis, Katherine J.; Litherland, Benjamin; Cullum, P. H.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6B2AWV3A,book,2016,"Jones, Steven E.","Roberto Busa, S. J., and the Emergence of Humanities Computing. The Priest and the Punched Cards",,978-1-138-18677-4,,,,,2016,2025-11-07 11:50:12,2025-11-07 11:50:12,2017-10-20,,186,,,,,,,,,,Routledge,London,,,,,,,,,"It’s the founding myth of humanities computing and digital humanities: In 1949, the Italian Jesuit scholar, Roberto Busa, S.J., persuaded IBM to offer technical and financial support for the mechanized creation of a massive lemmatized concordance to the works of St. Thomas Aquinas. Using Busa’s own papers, recently accessioned in Milan, as well as IBM archives and other sources, Jones illuminates this DH origin story. He examines relationships between the layers of hardware, software, human agents, culture, and history, and answers the question of how specific technologies afford and even constrain cultural practices, including in this case the academic research agendas of humanities computing and, later, digital humanities.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,obj_DigitalHumanities; act_Conceptualizing; act_RelationalAnalysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YAEN8DDP,book,2013,"Mayer-Schönberger, Viktor; Cukier, Kenneth","Big data: a revolution that will transform how we live, work, and think",,978-0-544-00269-2,,,,"A revelatory exploration of the hottest trend in technology and the dramatic impact it will have on the economy, science, and society at large. Which paint color is most likely to tell you that a used car is in good shape? How can officials identify the most dangerous New York City manholes before they explode? And how did Google searches predict the spread of the H1N1 flu outbreak? The key to answering these questions, and many more, is big data. “Big data” refers to our burgeoning ability to crunch vast collections of information, analyze it instantly, and draw sometimes profoundly surprising conclusions from it. This emerging science can translate myriad phenomena—from the price of airline tickets to the text of millions of books—into searchable form, and uses our increasing computing power to unearth epiphanies that we never could have seen before. A revolution on par with the Internet or perhaps even the printing press, big data will change the way we think about business, health, politics, education, and innovation in the years to come. It also poses fresh threats, from the inevitable end of privacy as we know it to the prospect of being penalized for things we haven’t even done yet, based on big data’s ability to predict our future behavior. In this brilliantly clear, often surprising work, two leading experts explain what big data is, how it will change our lives, and what we can do to protect ourselves from its hazards. Big Data is the first big book about the next big thing. www.big-data-book.com",2013,2025-11-07 11:50:12,2025-11-07 11:50:12,,,242,,,,,Big data,,,,,Houghton Mifflin Harcourt,Boston,en,,,,,,,,"A exploration of the latest trend in technology and the impact it will have on the economy, science, and society at large.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,AnalyzeStatistically; bigdata~; meta_Assessing,,,,"Cukier, Kenneth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22WEJ7QL,book,2011,"Lima, Manuel",Visual Complexity: Mapping Patterns of Information,,978-1-56898-936-5,,,http://www.amazon.de/exec/obidos/ASIN/1568989369/visualcompl0f-20/,"Several researchers, scientists and designers across the globe are trying to make sense of a variety of complex networks employing an innovative mix of colors, symbols, graphics, algorithms, and interactivity to clarify, and often beautify, the clutter. By doing this they are in many ways creating the syntax of a new language. This book can be seen as the first dictionary of this new lexicon. In Visual Complexity: Mapping Patterns of Information, Manuel Lima collects and presents almost three hundred of the most compelling examples of information design — everything from representing networks of followers on Twitter and the eighty-five recorded covers of Joy Division’s “Love Will Tear Us Apart” to depicting interconnections between members of the Al Queda network and interactions among proteins in a human cell. Lima also looks at the long tradition of mapping complex networks, offering the first book to integrate a thorough history of network vizualization with an examination of the real-life situations from which these graphics are generated.",2011,2025-11-07 11:50:12,2025-11-07 11:50:12,,,272,,,,,Visual Complexity,,,,,Princeton Univ. Press,"Princeton, N.J.",en,,,,,,,,"Our ability to generate information now far exceeds our capacity to understand it. Finding patterns and making meaningful connections inside complex data networks has emerged as one of the biggest challenges of the twenty-first century. In recent years, designers, researchers, and scientists have begun employing an innovative mix of colors, symbols, graphics, algorithms, and interactivity to clarify, and often beautify, the clutter. From representing networks of friends on Facebook to depicting interactions among proteins in a human cell, Visual Complexity presents one hundred of the most interesting examples of information-visualization by the field's leading practitioners.

<div class=""comment"">
<p>This description was automatically added from 
<a href=""https://books.google.com/books?id=JK8VXK7QMNAC"">Google Books</a>. 
For a customized abstract or excerpt, add a note to the item in the 
<a href=""github.com/{{github}}/{{BASE_URL}}"">Zotero library</a></p>
</div>",,,,meta_GiveOverview; act_Visualizing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
